,Fiyat,İl,İlçe,İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Yakıt Tipi,Vites Tipi,Motor Hacmi,Motor Gücü,Kilometre,Boya-değişen,Kimden,Sağ Arka Çamurluk,Arka Kaput,Sol Arka Çamurluk,Sağ Arka Kapı,Sağ Ön Kapı,Tavan,Sol Arka Kapı,Sol Ön Kapı,Sağ Ön Çamurluk,Motor Kaputu,Sol Ön Çamurluk,Ön Tampon,Arka Tampon,URL
4273,135000,ELAZIĞ,MERKEZ,17508633,28 Mayıs 2021,Hyundai,Elantra,1.6 D-CVVT Tune,2013,LPG & Benzin,Düz,1591,132,122000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-d-cvvt-tune/sahibinden-hyundai-elantra-1-6-d-cvvt-tune-2013-model/17508633
4274,135000,ANKARA,ALTINDAĞ,17570769,27 Mayıs 2021,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2014,Dizel,Otomatik,1582,136,188000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-6-crdi-mode-plus/sahibinden-aile-araci-temiz-cikma-degildir/17570769
4275,135000,İSTANBUL,ÇEKMEKÖY,17562284,25 Mayıs 2021,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2012,Dizel,Düz,1582,128,195500,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-6-crdi-mode-plus/sahibinden-hyundai-accent-blue-1-6-crdi-mode-plus-2012-model/17562284
4276,135000,ADANA,SEYHAN,17558745,25 Mayıs 2021,Hyundai,Elantra,1.6 D-CVVT Mode Plus,2012,LPG & Benzin,Düz,1591,132,124000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-d-cvvt-mode-plus/sahibinden-hyundai-elantra-1-6-d-cvvt-mode-plus-2012-model/17558745
4277,135000,İZMİR,DİKİLİ,17562863,25 Mayıs 2021,Hyundai,i20,1.2 MPI Style,2015,Benzin,Düz,1248,84,64750,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-2-mpi-style/sahibinden-hyundai-i20-1-2-mpi-style-2015-model/17562863
4278,135000,İSTANBUL,KAĞITHANE,17540226,22 Mayıs 2021,Hyundai,i20,1.2 MPI Elite Blue,2015,Benzin,Düz,1248,84,24000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-2-mpi-elite-blue/sahibinden-hyundai-i20-1-2-mpi-elite-blue-2015-model/17540226
4279,135000,KİLİS,MERKEZ,17536512,21 Mayıs 2021,Hyundai,i20,1.4 MPI Jump,2015,LPG & Benzin,Otomatik,1368,100,99400,3 değişen,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Değişmiş,Değişmiş,Değişmiş,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-mpi-jump/sahibinden-hyundai-i20-1-4-mpi-jump-2015-model/17536512
4280,135000,MALATYA,YEŞİLYURT,17495756,12 Mayıs 2021,Hyundai,Accent Blue,1.4 D-CVVT Mode Plus,2014,Benzin,Düz,1368,100,90000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-4-d-cvvt-mode-plus/sahibinden-hyundai-accent-blue-1-4-d-cvvt-mode-plus-2014-model/17495756
4281,135000,İZMİR,KARŞIYAKA,17479279,07 Mayıs 2021,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2012,Dizel,Düz,1582,128,96000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-6-crdi-mode-plus/sahibinden-hyundai-accent-blue-1-6-crdi-mode-plus-2012-model/17479279
4282,135000,VAN,İPEKYOLU,17012509,07 Mayıs 2021,Hyundai,i20,1.4 CVVT Sense,2012,LPG & Benzin,Otomatik,1396,100,64000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-cvvt-sense/boyasiz-tramersiz-dusuk-km-ekstra-lpg-li-i20/17012509
4283,135000,İSTANBUL,AVCILAR,17472105,05 Mayıs 2021,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2013,Dizel,Otomatik,1582,128,196000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-6-crdi-mode-plus/sahibinden-hyundai-accent-blue-1-6-crdi-mode-plus-2013-model/17472105
4284,135000,MUĞLA,BODRUM,17464271,03 Mayıs 2021,Hyundai,Accent Blue,1.4 D-CVVT Mode Plus,2015,LPG & Benzin,Düz,1368,100,92000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-4-d-cvvt-mode-plus/sahibinden-hyundai-accent-blue-1-4-d-cvvt-mode-plus-2015-model-92-000-km-yesil-metalik/17464271
4285,135000,KOCAELİ,İZMİT,17396445,20 Nisan 2021,Hyundai,Elantra,1.6 D-CVVT Mode Plus,2011,LPG & Benzin,Otomatik,1591,132,133000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-d-cvvt-mode-plus/otomotik-hyundai-elantra-1-6-d-cvvt-mode-plus-2011-model/17396445
4286,135000,NEVŞEHİR,MERKEZ,16529244,18 Nisan 2021,Hyundai,i20,1.2 MPI Style,2014,LPG & Benzin,Düz,1248,84,101000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-2-mpi-style/sahibinden-hyundai-i20-1-2-mpi-style-2014-model/16529244
4287,135000,SAMSUN,BAFRA,16411700,15 Nisan 2021,Hyundai,Accent Blue,1.6 CRDI Biz,2015,Dizel,Düz,1582,136,95000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-6-crdi-biz/degisensiz-boyasiz-hatasiz/16411700
4288,135000,İSTANBUL,GAZİOSMANPAŞA,17357784,14 Nisan 2021,Hyundai,Accent Blue,1.6 CRDI Biz,2015,Dizel,Otomatik,1582,136,106000,"2 değişen, 5 boyalı",Sahibinden,Boyanmış,Orijinal,Lokal Boyanmış,Orijinal,Orijinal,Orijinal,Değişmiş,Değişmiş,Lokal Boyanmış,Orijinal,Lokal Boyanmış,Boyanmış,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-6-crdi-biz/sahibinden-hyundai-accent-blue-1-6-crdi-biz-2015-model-istanbul/17357784
4289,135000,ÇANAKKALE,MERKEZ,16374261,11 Nisan 2021,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2015,Dizel,Düz,1582,136,95000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-6-crdi-mode-plus/fiyat-dustu-sahibinden-hyundai-accent-blue-1-6-crdi-mode-plus-2015-model/16374261
4290,135000,ADANA,POZANTI,17322998,08 Nisan 2021,Hyundai,Accent Blue,1.6 CRDI Prime,2014,Dizel,Düz,1582,136,129000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-6-crdi-prime/sahibinden-hyundai-accent-blue-1-6-crdi-prime-2014-model/17322998
4291,135000,HATAY,ANTAKYA,16498663,29 Mart 2021,Hyundai,i30,1.6 GDi Elite,2013,Benzin,Düz,1591,135,130000,"1 değişen, 3 boyalı",Sahibinden,Orijinal,Orijinal,Lokal Boyanmış,Lokal Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,Boyanmış,Orijinal,Değişmiş,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i30-1-6-gdi-elite/sahibinden-hyundai-i30-1-6-gdi-elite-2013-model/16498663
4292,135000,SAKARYA,ADAPAZARI,16070077,26 Mart 2021,Hyundai,Accent Blue,1.6 CRDI Prime,2012,Dizel,Düz,1582,128,102000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-6-crdi-prime/ilk-sahibinden-103-000-km-de-geri-gorus-kamerali-ve-akilli-ekranli-hatasiz-boyasiz/16070077
4293,135000,ANTALYA,ALANYA,17234068,25 Mart 2021,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2016,Dizel,Düz,1582,136,228000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-6-crdi-mode-plus/sahibinden-hyundai-accent-blue-1-6-crdi-mode-plus-2016-model/17234068
4294,134750,KOCAELİ,GEBZE,17341594,11 Nisan 2021,Hyundai,i20,1.2 MPI Style,2017,Benzin,Düz,1248,84,46000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-2-mpi-style/sahibinden-hyundai-i20-1-2-mpi-style-2017-model/17341594
4295,134750,BURDUR,MERKEZ,17244889,26 Mart 2021,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2012,Dizel,Düz,1582,128,77300,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-6-crdi-mode-plus/ihtiyactan-acil-hyundai-accent-blue-1-6-crdi-mode-plus-2012-model/17244889
4296,134500,VAN,TUŞBA,17431369,26 Nisan 2021,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2014,Dizel,Düz,1582,136,76000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-6-crdi-mode-plus/sahibinden-hyundai-accent-blue-1-6-crdi-mode-plus-2014-model/17431369
4297,134500,KONYA,AKŞEHİR,17304442,05 Nisan 2021,Hyundai,i20,1.2 MPI Elite Blue,2015,LPG & Benzin,Düz,1248,84,68000,1 değişen,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Değişmiş,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-2-mpi-elite-blue/sahibinden-hyundai-i20-1-2-mpi-elite-blue-2015-model-lpg-68000-km/17304442
4298,134500,SİİRT,MERKEZ,17220769,23 Mart 2021,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2012,Dizel,Düz,1582,128,95000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-6-crdi-mode-plus/sahibinden-hyundai-accent-blue-1-6-crdi-mode-plus-2012-model/17220769
4299,134000,MANİSA,YUNUSEMRE,17556366,24 Mayıs 2021,Hyundai,i10,1.0 D-CVVT Style,2016,Benzin,Otomatik,998,65,22500,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i10-1-0-d-cvvt-style/sahibinden-hyundai-i10-1-0-d-cvvt-style-2016-model/17556366
4300,134000,SAKARYA,SERDİVAN,17076233,20 Mayıs 2021,Hyundai,i20,1.2 MPI Style,2015,Benzin,Düz,1248,84,78500,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-2-mpi-style/sahibinden-temiz-78500-km-de-hyundai-i20-1-2-mpi-style-2015-model/17076233
4301,134000,BURSA,NİLÜFER,17523307,19 Mayıs 2021,Hyundai,i20 Troy,1.4 CVVT Prime Plus,2011,Benzin,Otomatik,1396,100,80000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-troy-1-4-cvvt-prime-plus/organik-i20-troy-pp-otomatik-vuruk-kaza-boya-degisen-yok-herseyiyle-orjinal/17523307
4302,134000,ANTALYA,KEPEZ,17482190,08 Mayıs 2021,Hyundai,i20,1.2 MPI Style,2015,Benzin,Düz,1248,84,45000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-2-mpi-style/sahibinden-emsalsiz-hatasiz-ic-dis-lansman-renk-hyundai-i20-2015-model-style/17482190
4303,134000,ANTALYA,MURATPAŞA,17055122,28 Nisan 2021,Hyundai,i20,1.4 CRDi Style,2015,Dizel,Düz,1396,90,123000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-crdi-style/sahibinden-hyundai-i20-1-4-crdi-style-2015-model/17055122
4304,134000,ADANA,SEYHAN,17339953,11 Nisan 2021,Hyundai,i20,1.2 MPI Style,2015,LPG & Benzin,Düz,1248,84,71000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-2-mpi-style/sahibinden-hyundai-i20-1-2-mpi-style-2015-model-adana/17339953
4305,133750,KOCAELİ,KANDIRA,17554670,24 Mayıs 2021,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2015,Dizel,Yarı Otomatik,1582,136,142000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-6-crdi-mode-plus/sahibinden-temiz-aile-arabasi/17554670
4306,133500,BURSA,GÜRSU,17053702,20 Mayıs 2021,Hyundai,i20,1.4 CRDi Style,2015,Dizel,Düz,1396,90,90800,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-crdi-style/sahibinden-hyundai-i20-1-4-crdi-style-2015-model/17053702
4307,133500,ADANA,SEYHAN,17470301,05 Mayıs 2021,Hyundai,i20,1.2 MPI Style,2016,LPG & Benzin,Düz,1248,84,118000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-2-mpi-style/hyundai-i20-2015-model-ekstra-10-tl-sanruf-lpg-boya-hata-hasar-yok/17470301
4308,133000,İSTANBUL,AVCILAR,17581844,28 Mayıs 2021,Hyundai,i20,1.2 MPI Style,2016,Benzin,Düz,1248,84,88000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-2-mpi-style/sahibinden-hyundai-i20-1-2-mpi-style-2016-model/17581844
4309,133000,AYDIN,EFELER,17115650,24 Mayıs 2021,Hyundai,i20,1.2 MPI Style,2017,LPG & Benzin,Düz,1248,84,83000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-2-mpi-style/sahibinden-hyundai-i20-1-2-mpi-style-2017-model-aydin/17115650
4310,133000,İZMİR,BUCA,15006966,23 Mayıs 2021,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2012,Dizel,Düz,1582,128,81300,Belirtilmemiş,Sahibinden,Orijinal,Orijinal,Lokal Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-6-crdi-mode-plus/sahibinden-hyundai-accent-blue-1-6-crdi-mode-plus-2012-model/15006966
4311,133000,ANKARA,MAMAK,17506399,15 Mayıs 2021,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2012,Dizel,Düz,1582,128,169000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-6-crdi-mode-plus/sahibinden-hyundai-accent-blue-1-6-crdi-mode-plus-2012-model/17506399
4312,133000,DENİZLİ,PAMUKKALE,17345917,12 Nisan 2021,Hyundai,i20,1.2 MPI Style,2014,LPG & Benzin,Düz,1248,84,115000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-2-mpi-style/sahibinden-hyundai-i20-1-2-mpi-style-2014-model/17345917
4313,133000,SAKARYA,ERENLER,17336397,10 Nisan 2021,Hyundai,i20,1.2 MPI Jump,2018,Benzin,Düz,1248,84,28000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-2-mpi-jump/sahibinden-hyundai-i20-1-2-mpi-jump-2018-model-sakarya/17336397
4314,133000,İSTANBUL,KARTAL,17318589,07 Nisan 2021,Hyundai,i20,1.4 CRDi Jump,2014,Dizel,Düz,1396,90,86000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-crdi-jump/sahibinden-hyundai-i20-1-4-crdi-jump-2014-model/17318589
4315,133000,YALOVA,TERMAL,16477743,25 Mart 2021,Hyundai,Elantra,1.6 D-CVVT Tune,2012,LPG & Benzin,Otomatik,1591,132,205000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-d-cvvt-tune/sahibinden-hyundai-elantra-1-6-d-cvvt-tune-2012-model/16477743
4316,132750,ADANA,ÇUKUROVA,17204436,21 Mayıs 2021,Hyundai,i20,1.2 MPI Style,2017,Benzin,Düz,1248,84,65000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-2-mpi-style/hyundai-i20/17204436
4317,132500,İSTANBUL,GAZİOSMANPAŞA,17531164,20 Mayıs 2021,Hyundai,i30,1.6 CRDi Style,2012,Dizel,Düz,1582,128,125000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i30-1-6-crdi-style/sahibinden-hyundai-i30-1-6-crdi-style-2012-model/17531164
4318,132500,ADANA,SEYHAN,17518155,18 Mayıs 2021,Hyundai,i20,1.4 CRDi Style,2015,Dizel,Düz,1396,90,99850,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-crdi-style/sahibinden-hyundai-i20-1-4-crdi-style-2015-model/17518155
4319,132500,AKSARAY,MERKEZ,15958679,06 Mayıs 2021,Hyundai,i20,1.2 MPI Style,2016,Benzin,Düz,1248,84,37000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-2-mpi-style/sahibinden-hyundai-i20-1-2-mpi-style-2016-model-37-000-km-aksaray/15958679
4320,132500,ANKARA,POLATLI,17426647,25 Nisan 2021,Hyundai,i20,1.2 MPI Style,2015,LPG & Benzin,Düz,1248,84,125000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-2-mpi-style/sahibinden-125-binde-i20-cam-tavan-2015/17426647
4321,132500,İSTANBUL,SARIYER,17422986,25 Nisan 2021,Hyundai,i20,1.4 CRDi Jump,2017,Dizel,Düz,1396,90,100000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-crdi-jump/sahibinden-hyundai-i20-1-4-crdi-jump-2017-model/17422986
4322,132500,VAN,İPEKYOLU,17417818,23 Nisan 2021,Hyundai,i20,1.2 MPI Style,2016,Benzin,Düz,1248,84,38000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-2-mpi-style/bir-ust-modelini-alacagim-icin-satiyorum-yoksa-aracim-cok-temiz-hyundai-i20-1-2-mpi-style-2016-model/17417818
4323,132500,ADANA,SEYHAN,14869160,22 Nisan 2021,Hyundai,i20,1.4 CVVT Jump,2013,LPG & Benzin,Otomatik,1396,100,55500,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-cvvt-jump/orjinal-arac-sifir-gibi/14869160
4324,132500,MANİSA,SALİHLİ,17332483,09 Nisan 2021,Hyundai,i20,1.2 MPI Style,2014,Benzin,Düz,1248,84,95000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-2-mpi-style/sahibinden-hyundai-i20-1-2-mpi-style-2014-model/17332483
4325,132500,ANKARA,ETİMESGUT,17278251,01 Nisan 2021,Hyundai,Elantra,1.6 D-CVVT Prime,2011,LPG & Benzin,Otomatik,1591,132,113000,6 boyalı,Sahibinden,Boyanmış,Orijinal,Orijinal,Boyanmış,Boyanmış,Orijinal,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,Boyanmış,Boyanmış,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-d-cvvt-prime/sahibinden-hyundai-elantra-1-6-d-cvvt-prime-2011-model/17278251
4326,132000,BALIKESİR,BANDIRMA,17617109,02 Haziran 2021,Hyundai,i20,1.2 MPI Style,2015,Benzin,Düz,1248,84,116700,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-2-mpi-style/sahibinden-hyundai-i20-1-2-mpi-style-2015-model/17617109
4327,132000,İSTANBUL,PENDİK,17602581,31 Mayıs 2021,Hyundai,Accent Blue,1.6 CRDI Biz,2015,Dizel,Yarı Otomatik,1582,136,187500,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-6-crdi-biz/sahibinden-hyundai-accent-blue-1-6-crdi-biz-2015-model/17602581
